ID_Edificacion,Nombre_Patrimonio,Ciudad,Departamento,Edad_Estructura_Anios,Material_Principal,Precipitacion_Anual_mm,Humedad_Prom_Anual_pct,PM10_Promedio_ugm3,Distancia_Via_Principal_m,Nivel_Deterioro_Actual
BIC-0415,Edificacion_Patrimonial_415,Tunja,Boyacá,245,Mamposteria,720.8,66.8,30.7,9.3,Medio
BIC-0416,Edificacion_Patrimonial_416,Tunja,Boyacá,84,Ladrillo,647.6,56.8,3.7,6.8,Bajo
BIC-0417,Edificacion_Patrimonial_417,Cartagena,Bolívar,86,Ladrillo,1019.2,72.5,37.1,8.0,Medio
BIC-0418,Edificacion_Patrimonial_418,Medellín,Antioquia,266,Piedra_Coralina,1650.3,67.1,60.8,7.6,Medio
BIC-0419,Edificacion_Patrimonial_419,Popayán,Cauca,50,Mamposteria,2023.7,74.2,15.6,162.7,Bajo
BIC-0420,Edificacion_Patrimonial_420,Mompox,Bolívar,137,Adobe_Tapia,1270.1,82.6,21.3,64.7,Medio
BIC-0421,Edificacion_Patrimonial_421,Cartagena,Bolívar,200,Ladrillo,926.1,82.3,37.8,44.3,Bajo
BIC-0422,Edificacion_Patrimonial_422,Barichara,Santander,81,Ladrillo,1133.5,62.0,25.0,59.7,Bajo
BIC-0423,Edificacion_Patrimonial_423,Cali,Valle del Cauca,294,Ladrillo,1603.9,74.0,40.1,27.7,Medio
BIC-0424,Edificacion_Patrimonial_424,Santa Marta,Magdalena,217,Piedra_Ladrillo,1035.9,81.2,43.7,73.4,Medio
BIC-0425,Edificacion_Patrimonial_425,Tunja,Boyacá,181,Mamposteria,599.1,64.9,2.3,33.4,Bajo
BIC-0426,Edificacion_Patrimonial_426,Cartagena,Bolívar,176,Piedra_Ladrillo,955.3,78.9,35.2,32.3,Bajo
BIC-0427,Edificacion_Patrimonial_427,Tunja,Boyacá,123,Adobe_Tapia,665.5,69.1,11.3,38.0,Bajo
BIC-0428,Edificacion_Patrimonial_428,Tunja,Boyacá,128,Ladrillo,572.2,68.6,15.1,37.6,Bajo
BIC-0429,Edificacion_Patrimonial_429,Villa de Leyva,Boyacá,171,Ladrillo,919.4,69.3,16.6,47.4,Bajo
BIC-0430,Edificacion_Patrimonial_430,Villa de Leyva,Boyacá,144,Piedra_Coralina,1098.2,72.8,4.7,121.7,Bajo
BIC-0431,Edificacion_Patrimonial_431,Popayán,Cauca,227,Piedra_Ladrillo,2223.6,78.4,27.0,35.4,Bajo
BIC-0432,Edificacion_Patrimonial_432,Medellín,Antioquia,166,Adobe_Tapia,1621.5,65.8,61.4,44.6,Bajo
BIC-0433,Edificacion_Patrimonial_433,Tunja,Boyacá,150,Ladrillo,710.1,57.8,-3.0,23.4,Bajo
BIC-0434,Edificacion_Patrimonial_434,Cali,Valle del Cauca,50,Piedra_Ladrillo,1338.4,79.2,41.8,189.9,Bajo
BIC-0435,Edificacion_Patrimonial_435,Medellín,Antioquia,199,Piedra_Ladrillo,1536.1,73.2,59.2,24.3,Medio
BIC-0436,Edificacion_Patrimonial_436,Barichara,Santander,227,Piedra_Coralina,1260.2,58.3,10.8,105.5,Bajo
BIC-0437,Edificacion_Patrimonial_437,Santa Marta,Magdalena,80,Ladrillo,1092.5,74.1,46.4,124.9,Bajo
BIC-0438,Edificacion_Patrimonial_438,Villa de Leyva,Boyacá,165,Ladrillo,885.2,60.6,3.9,6.0,Bajo
BIC-0439,Edificacion_Patrimonial_439,Bogotá,Cundinamarca,153,Ladrillo,739.8,78.7,49.9,2.0,Medio
BIC-0440,Edificacion_Patrimonial_440,Popayán,Cauca,50,Ladrillo,1986.6,76.9,-1.4,51.8,Bajo
BIC-0441,Edificacion_Patrimonial_441,Medellín,Antioquia,343,Adobe_Tapia,1728.5,67.9,57.4,331.0,Medio
BIC-0442,Edificacion_Patrimonial_442,Mompox,Bolívar,311,Ladrillo,1221.6,89.3,7.8,148.2,Medio
BIC-0443,Edificacion_Patrimonial_443,Tunja,Boyacá,185,Piedra_Ladrillo,652.0,68.4,25.9,12.8,Medio
BIC-0444,Edificacion_Patrimonial_444,Cali,Valle del Cauca,228,Piedra_Ladrillo,1405.8,62.2,47.6,46.5,Bajo
BIC-0445,Edificacion_Patrimonial_445,Santa Marta,Magdalena,163,Piedra_Coralina,985.1,80.9,32.4,151.6,Medio
BIC-0446,Edificacion_Patrimonial_446,Popayán,Cauca,50,Adobe_Tapia,2006.4,76.0,23.2,25.9,Medio
BIC-0447,Edificacion_Patrimonial_447,Popayán,Cauca,141,Piedra_Coralina,1935.7,77.1,41.6,6.0,Medio
BIC-0448,Edificacion_Patrimonial_448,Cali,Valle del Cauca,192,Adobe_Tapia,1485.2,72.0,38.5,25.5,Medio
BIC-0449,Edificacion_Patrimonial_449,Bogotá,Cundinamarca,119,Ladrillo,808.2,81.4,60.6,86.3,Bajo
BIC-0450,Edificacion_Patrimonial_450,Bogotá,Cundinamarca,176,Ladrillo,803.0,68.5,70.8,112.1,Medio
BIC-0451,Edificacion_Patrimonial_451,Popayán,Cauca,85,Piedra_Concreto,1974.2,76.8,29.7,63.5,Bajo
BIC-0452,Edificacion_Patrimonial_452,Cartagena,Bolívar,176,Piedra_Concreto,1112.0,76.6,33.4,316.9,Bajo
BIC-0453,Edificacion_Patrimonial_453,Barichara,Santander,50,Piedra_Coralina,1118.5,72.1,15.1,7.9,Bajo
BIC-0454,Edificacion_Patrimonial_454,Mompox,Bolívar,217,Mamposteria,1138.2,94.9,-3.9,56.7,Bajo
BIC-0455,Edificacion_Patrimonial_455,Cali,Valle del Cauca,50,Piedra_Ladrillo,1453.3,70.9,50.9,323.5,Bajo
BIC-0456,Edificacion_Patrimonial_456,Santa Marta,Magdalena,153,Adobe_Tapia,1013.2,77.9,13.8,90.0,Bajo
BIC-0457,Edificacion_Patrimonial_457,Medellín,Antioquia,165,Piedra_Coralina,1583.8,70.1,60.2,141.6,Medio
BIC-0458,Edificacion_Patrimonial_458,Medellín,Antioquia,143,Piedra_Ladrillo,1525.7,63.2,68.3,102.3,Bajo
BIC-0459,Edificacion_Patrimonial_459,Villa de Leyva,Boyacá,73,Adobe_Tapia,947.2,72.4,21.6,69.1,Bajo
BIC-0460,Edificacion_Patrimonial_460,Medellín,Antioquia,199,Piedra_Ladrillo,1629.3,71.1,47.3,25.1,Medio
BIC-0461,Edificacion_Patrimonial_461,Tunja,Boyacá,220,Adobe_Tapia,604.8,62.6,22.7,56.0,Bajo
BIC-0462,Edificacion_Patrimonial_462,Bogotá,Cundinamarca,148,Piedra_Coralina,791.3,71.0,58.4,34.1,Bajo
BIC-0463,Edificacion_Patrimonial_463,Santa Marta,Magdalena,209,Ladrillo,961.9,76.8,43.2,49.8,Medio
BIC-0464,Edificacion_Patrimonial_464,Santa Marta,Magdalena,169,Ladrillo,995.0,80.5,35.9,44.2,Bajo
BIC-0465,Edificacion_Patrimonial_465,Tunja,Boyacá,95,Piedra_Concreto,729.1,55.1,28.9,106.9,Bajo
BIC-0466,Edificacion_Patrimonial_466,Santa Marta,Magdalena,93,Ladrillo,920.2,72.4,30.3,4.0,Medio
BIC-0467,Edificacion_Patrimonial_467,Mompox,Bolívar,117,Adobe_Tapia,1268.6,84.5,20.8,57.4,Bajo
BIC-0468,Edificacion_Patrimonial_468,Mompox,Bolívar,193,Piedra_Concreto,1463.4,80.0,24.6,43.5,Bajo
BIC-0469,Edificacion_Patrimonial_469,Popayán,Cauca,134,Ladrillo,2192.2,77.4,40.1,68.8,Bajo
BIC-0470,Edificacion_Patrimonial_470,Cali,Valle del Cauca,182,Piedra_Ladrillo,1347.4,70.2,34.7,193.1,Bajo
BIC-0471,Edificacion_Patrimonial_471,Villa de Leyva,Boyacá,50,Mamposteria,919.9,67.2,22.0,40.4,Bajo
BIC-0472,Edificacion_Patrimonial_472,Santa Marta,Magdalena,232,Piedra_Coralina,1054.1,75.2,34.2,208.7,Medio
BIC-0473,Edificacion_Patrimonial_473,Barichara,Santander,50,Ladrillo,1132.0,59.5,14.2,13.7,Bajo
BIC-0474,Edificacion_Patrimonial_474,Barichara,Santander,205,Piedra_Concreto,844.2,58.3,4.8,36.2,Bajo
BIC-0475,Edificacion_Patrimonial_475,Mompox,Bolívar,204,Piedra_Coralina,1085.1,87.3,19.6,54.9,Medio
BIC-0476,Edificacion_Patrimonial_476,Mompox,Bolívar,65,Piedra_Coralina,1080.2,88.3,20.8,20.0,Medio
BIC-0477,Edificacion_Patrimonial_477,Cali,Valle del Cauca,212,Ladrillo,1454.8,70.0,59.2,89.3,Medio
BIC-0478,Edificacion_Patrimonial_478,Santa Marta,Magdalena,102,Piedra_Concreto,1002.9,89.0,33.8,18.3,Medio
BIC-0479,Edificacion_Patrimonial_479,Santa Marta,Magdalena,183,Piedra_Concreto,1120.2,83.3,15.0,35.2,Bajo
BIC-0480,Edificacion_Patrimonial_480,Mompox,Bolívar,227,Mamposteria,1280.3,84.2,5.4,71.1,Bajo
BIC-0481,Edificacion_Patrimonial_481,Medellín,Antioquia,198,Mamposteria,1631.7,70.7,68.9,125.3,Medio
BIC-0482,Edificacion_Patrimonial_482,Bogotá,Cundinamarca,215,Piedra_Coralina,832.6,80.4,64.2,197.8,Medio
BIC-0483,Edificacion_Patrimonial_483,Bogotá,Cundinamarca,217,Piedra_Coralina,778.3,72.2,44.0,40.9,Bajo
BIC-0484,Edificacion_Patrimonial_484,Cartagena,Bolívar,234,Ladrillo,1143.8,85.2,35.9,68.6,Medio
BIC-0485,Edificacion_Patrimonial_485,Tunja,Boyacá,62,Adobe_Tapia,611.3,68.5,28.5,48.5,Bajo
BIC-0486,Edificacion_Patrimonial_486,Tunja,Boyacá,145,Piedra_Concreto,695.5,68.9,10.0,169.9,Bajo
BIC-0487,Edificacion_Patrimonial_487,Popayán,Cauca,190,Piedra_Coralina,2105.0,78.0,18.4,126.7,Medio
BIC-0488,Edificacion_Patrimonial_488,Mompox,Bolívar,130,Ladrillo,1226.9,85.2,28.9,50.5,Bajo
BIC-0489,Edificacion_Patrimonial_489,Villa de Leyva,Boyacá,111,Piedra_Ladrillo,813.7,68.5,14.1,111.7,Bajo
BIC-0490,Edificacion_Patrimonial_490,Villa de Leyva,Boyacá,98,Piedra_Coralina,977.2,70.6,37.3,178.9,Bajo
BIC-0491,Edificacion_Patrimonial_491,Barichara,Santander,120,Ladrillo,1114.3,53.1,19.1,36.6,Bajo
BIC-0492,Edificacion_Patrimonial_492,Barichara,Santander,249,Piedra_Ladrillo,948.5,68.1,6.3,51.8,Bajo
BIC-0493,Edificacion_Patrimonial_493,Santa Marta,Magdalena,107,Piedra_Ladrillo,809.3,74.4,42.4,5.8,Medio
BIC-0494,Edificacion_Patrimonial_494,Santa Marta,Magdalena,193,Adobe_Tapia,964.7,86.9,41.5,100.0,Medio
BIC-0495,Edificacion_Patrimonial_495,Tunja,Boyacá,121,Piedra_Ladrillo,517.4,62.9,22.6,32.6,Bajo
BIC-0496,Edificacion_Patrimonial_496,Cali,Valle del Cauca,109,Mamposteria,1313.2,66.4,45.8,352.9,Bajo
BIC-0497,Edificacion_Patrimonial_497,Mompox,Bolívar,131,Piedra_Coralina,1107.6,88.5,25.4,54.9,Medio
BIC-0498,Edificacion_Patrimonial_498,Barichara,Santander,61,Ladrillo,933.9,57.9,8.4,66.0,Bajo
BIC-0499,Edificacion_Patrimonial_499,Bogotá,Cundinamarca,76,Mamposteria,739.6,76.0,55.7,92.5,Bajo
BIC-0500,Edificacion_Patrimonial_500,Popayán,Cauca,143,Ladrillo,2118.6,79.0,16.9,97.7,Bajo
BIC-0501,Edificacion_Patrimonial_501,Barichara,Santander,50,Piedra_Concreto,1183.0,66.1,3.5,122.6,Bajo
BIC-0502,Edificacion_Patrimonial_502,Mompox,Bolívar,50,Piedra_Coralina,1292.6,87.3,-0.4,201.1,Bajo
BIC-0503,Edificacion_Patrimonial_503,Cartagena,Bolívar,194,Piedra_Ladrillo,1084.1,84.0,21.7,120.8,Bajo
BIC-0504,Edificacion_Patrimonial_504,Cali,Valle del Cauca,80,Ladrillo,1649.5,73.2,42.4,29.2,Medio
BIC-0505,Edificacion_Patrimonial_505,Bogotá,Cundinamarca,195,Piedra_Coralina,833.8,80.6,51.7,20.9,Alto
BIC-0506,Edificacion_Patrimonial_506,Tunja,Boyacá,80,Ladrillo,635.9,66.6,21.9,56.9,Bajo
BIC-0507,Edificacion_Patrimonial_507,Bogotá,Cundinamarca,115,Piedra_Coralina,679.3,83.7,68.8,101.5,Medio
BIC-0508,Edificacion_Patrimonial_508,Popayán,Cauca,214,Piedra_Ladrillo,2002.7,79.8,30.7,2.0,Medio
BIC-0509,Edificacion_Patrimonial_509,Tunja,Boyacá,87,Ladrillo,580.9,60.4,11.7,6.5,Bajo
BIC-0510,Edificacion_Patrimonial_510,Mompox,Bolívar,286,Mamposteria,1169.9,92.1,25.0,8.5,Medio
BIC-0511,Edificacion_Patrimonial_511,Santa Marta,Magdalena,189,Piedra_Coralina,1027.2,80.4,37.4,22.3,Medio
BIC-0512,Edificacion_Patrimonial_512,Mompox,Bolívar,263,Piedra_Ladrillo,1268.1,84.8,32.1,7.1,Medio
BIC-0513,Edificacion_Patrimonial_513,Cali,Valle del Cauca,204,Piedra_Coralina,1459.1,78.4,68.6,31.3,Medio
BIC-0514,Edificacion_Patrimonial_514,Mompox,Bolívar,214,Piedra_Concreto,1173.0,89.5,21.4,60.6,Bajo
BIC-0515,Edificacion_Patrimonial_515,Cartagena,Bolívar,50,Piedra_Concreto,1119.3,79.0,52.2,58.4,Bajo
BIC-0516,Edificacion_Patrimonial_516,Bogotá,Cundinamarca,193,Piedra_Coralina,858.4,72.6,37.3,2.2,Medio
BIC-0517,Edificacion_Patrimonial_517,Popayán,Cauca,152,Mamposteria,1908.0,77.9,18.1,261.9,Bajo
BIC-0518,Edificacion_Patrimonial_518,Mompox,Bolívar,170,Piedra_Coralina,1162.4,92.7,4.8,30.1,Medio
BIC-0519,Edificacion_Patrimonial_519,Medellín,Antioquia,127,Piedra_Coralina,1622.0,72.0,63.4,168.3,Bajo
BIC-0520,Edificacion_Patrimonial_520,Villa de Leyva,Boyacá,94,Adobe_Tapia,933.0,60.0,6.8,28.8,Bajo
BIC-0521,Edificacion_Patrimonial_521,Barichara,Santander,385,Ladrillo,1224.5,55.2,1.8,176.3,Bajo
BIC-0522,Edificacion_Patrimonial_522,Medellín,Antioquia,96,Mamposteria,1750.6,62.3,46.4,70.4,Bajo
BIC-0523,Edificacion_Patrimonial_523,Mompox,Bolívar,131,Piedra_Ladrillo,1114.9,84.9,44.9,21.6,Medio
BIC-0524,Edificacion_Patrimonial_524,Medellín,Antioquia,183,Adobe_Tapia,1734.7,68.9,61.6,138.0,Medio
BIC-0525,Edificacion_Patrimonial_525,Tunja,Boyacá,314,Ladrillo,536.9,67.4,10.7,19.8,Medio
BIC-0526,Edificacion_Patrimonial_526,Santa Marta,Magdalena,67,Piedra_Coralina,1054.4,80.6,47.4,17.6,Medio
BIC-0527,Edificacion_Patrimonial_527,Tunja,Boyacá,93,Ladrillo,524.1,63.9,16.9,73.2,Bajo
BIC-0528,Edificacion_Patrimonial_528,Medellín,Antioquia,50,Piedra_Coralina,1710.0,67.3,54.1,26.7,Medio
BIC-0529,Edificacion_Patrimonial_529,Cali,Valle del Cauca,231,Adobe_Tapia,1688.8,65.1,26.2,77.8,Bajo
BIC-0530,Edificacion_Patrimonial_530,Tunja,Boyacá,236,Piedra_Ladrillo,755.5,65.0,7.0,53.1,Bajo
BIC-0531,Edificacion_Patrimonial_531,Santa Marta,Magdalena,176,Mamposteria,1072.4,74.9,30.9,93.0,Bajo
BIC-0532,Edificacion_Patrimonial_532,Santa Marta,Magdalena,123,Adobe_Tapia,901.1,82.2,21.9,23.1,Medio
BIC-0533,Edificacion_Patrimonial_533,Mompox,Bolívar,218,Ladrillo,1176.5,84.2,0.5,54.3,Bajo
BIC-0534,Edificacion_Patrimonial_534,Bogotá,Cundinamarca,146,Piedra_Coralina,763.5,85.1,64.6,116.7,Medio
BIC-0535,Edificacion_Patrimonial_535,Medellín,Antioquia,172,Piedra_Concreto,1825.9,69.9,63.9,185.4,Medio
BIC-0536,Edificacion_Patrimonial_536,Medellín,Antioquia,50,Adobe_Tapia,1631.3,66.8,74.3,20.3,Medio
BIC-0537,Edificacion_Patrimonial_537,Cali,Valle del Cauca,85,Mamposteria,1473.6,79.2,40.4,232.0,Bajo
BIC-0538,Edificacion_Patrimonial_538,Santa Marta,Magdalena,127,Piedra_Coralina,1074.1,82.5,30.4,6.9,Medio
BIC-0539,Edificacion_Patrimonial_539,Cali,Valle del Cauca,101,Adobe_Tapia,1501.1,79.0,40.1,56.8,Medio
BIC-0540,Edificacion_Patrimonial_540,Bogotá,Cundinamarca,63,Piedra_Concreto,771.1,68.7,40.3,7.1,Medio
BIC-0541,Edificacion_Patrimonial_541,Popayán,Cauca,101,Piedra_Ladrillo,1879.4,82.5,37.7,123.4,Bajo
BIC-0542,Edificacion_Patrimonial_542,Bogotá,Cundinamarca,133,Adobe_Tapia,1051.0,76.3,70.1,6.9,Alto
BIC-0543,Edificacion_Patrimonial_543,Cartagena,Bolívar,186,Piedra_Concreto,1195.6,85.5,42.9,162.5,Medio
BIC-0544,Edificacion_Patrimonial_544,Mompox,Bolívar,58,Ladrillo,1205.7,89.4,30.3,135.6,Bajo
BIC-0545,Edificacion_Patrimonial_545,Popayán,Cauca,114,Piedra_Ladrillo,2052.1,79.5,29.6,238.8,Bajo
BIC-0546,Edificacion_Patrimonial_546,Tunja,Boyacá,193,Ladrillo,794.2,68.9,23.1,86.5,Bajo
BIC-0547,Edificacion_Patrimonial_547,Bogotá,Cundinamarca,67,Adobe_Tapia,879.8,84.0,52.8,31.6,Medio
BIC-0548,Edificacion_Patrimonial_548,Villa de Leyva,Boyacá,99,Piedra_Coralina,799.2,61.2,11.1,55.3,Bajo
BIC-0549,Edificacion_Patrimonial_549,Popayán,Cauca,151,Adobe_Tapia,2190.2,73.5,40.2,172.5,Bajo
BIC-0550,Edificacion_Patrimonial_550,Popayán,Cauca,238,Piedra_Ladrillo,2159.7,82.6,14.0,30.7,Bajo
BIC-0551,Edificacion_Patrimonial_551,Popayán,Cauca,163,Piedra_Ladrillo,2155.3,72.1,16.0,21.2,Medio
BIC-0552,Edificacion_Patrimonial_552,Popayán,Cauca,68,Piedra_Concreto,2170.1,70.4,31.2,108.5,Bajo
BIC-0553,Edificacion_Patrimonial_553,Barichara,Santander,194,Adobe_Tapia,1162.6,58.5,20.8,9.3,Medio
BIC-0554,Edificacion_Patrimonial_554,Tunja,Boyacá,74,Ladrillo,793.5,62.7,19.3,30.1,Bajo
BIC-0555,Edificacion_Patrimonial_555,Mompox,Bolívar,177,Piedra_Coralina,1043.5,84.5,12.4,39.0,Medio
BIC-0556,Edificacion_Patrimonial_556,Medellín,Antioquia,203,Piedra_Coralina,1620.8,65.7,66.4,86.0,Medio
BIC-0557,Edificacion_Patrimonial_557,Tunja,Boyacá,210,Mamposteria,711.2,59.9,17.6,2.3,Medio
BIC-0558,Edificacion_Patrimonial_558,Villa de Leyva,Boyacá,247,Adobe_Tapia,840.2,55.9,24.4,106.2,Bajo
BIC-0559,Edificacion_Patrimonial_559,Popayán,Cauca,199,Mamposteria,2232.9,79.9,35.9,82.9,Bajo
BIC-0560,Edificacion_Patrimonial_560,Tunja,Boyacá,227,Piedra_Concreto,683.1,73.2,37.5,467.6,Bajo
BIC-0561,Edificacion_Patrimonial_561,Tunja,Boyacá,121,Piedra_Ladrillo,806.3,60.9,35.3,26.0,Medio
BIC-0562,Edificacion_Patrimonial_562,Tunja,Boyacá,206,Ladrillo,665.9,64.0,25.6,75.0,Bajo
BIC-0563,Edificacion_Patrimonial_563,Bogotá,Cundinamarca,200,Piedra_Ladrillo,928.5,72.0,56.2,60.7,Medio
BIC-0564,Edificacion_Patrimonial_564,Cali,Valle del Cauca,245,Adobe_Tapia,1597.1,75.8,43.4,18.3,Alto
BIC-0565,Edificacion_Patrimonial_565,Cali,Valle del Cauca,307,Piedra_Coralina,1480.4,78.1,58.4,32.2,Medio
BIC-0566,Edificacion_Patrimonial_566,Mompox,Bolívar,182,Mamposteria,1097.8,78.0,18.7,122.1,Bajo
BIC-0567,Edificacion_Patrimonial_567,Barichara,Santander,308,Piedra_Ladrillo,1046.9,60.3,18.4,2.0,Medio
BIC-0568,Edificacion_Patrimonial_568,Medellín,Antioquia,191,Adobe_Tapia,1783.1,72.2,65.0,162.4,Medio
BIC-0569,Edificacion_Patrimonial_569,Popayán,Cauca,153,Adobe_Tapia,2155.8,65.4,22.0,16.7,Medio
BIC-0570,Edificacion_Patrimonial_570,Medellín,Antioquia,50,Adobe_Tapia,1703.9,68.8,67.7,89.9,Bajo
BIC-0571,Edificacion_Patrimonial_571,Barichara,Santander,112,Piedra_Ladrillo,1084.9,61.6,10.5,8.8,Bajo
BIC-0572,Edificacion_Patrimonial_572,Cali,Valle del Cauca,224,Piedra_Ladrillo,1506.1,74.7,53.0,23.7,Medio
BIC-0573,Edificacion_Patrimonial_573,Tunja,Boyacá,200,Piedra_Concreto,569.6,69.5,13.7,589.2,Bajo
BIC-0574,Edificacion_Patrimonial_574,Bogotá,Cundinamarca,173,Piedra_Concreto,847.5,81.0,53.8,6.4,Medio
BIC-0575,Edificacion_Patrimonial_575,Tunja,Boyacá,108,Ladrillo,630.4,64.0,12.5,7.4,Bajo
BIC-0576,Edificacion_Patrimonial_576,Popayán,Cauca,97,Piedra_Coralina,2029.5,69.4,22.7,10.6,Medio
BIC-0577,Edificacion_Patrimonial_577,Bogotá,Cundinamarca,129,Mamposteria,815.9,74.7,59.8,32.6,Bajo
BIC-0578,Edificacion_Patrimonial_578,Villa de Leyva,Boyacá,100,Piedra_Coralina,1005.2,59.9,10.4,13.9,Bajo
BIC-0579,Edificacion_Patrimonial_579,Villa de Leyva,Boyacá,88,Piedra_Concreto,770.4,62.7,19.8,23.6,Bajo
BIC-0580,Edificacion_Patrimonial_580,Villa de Leyva,Boyacá,119,Piedra_Ladrillo,933.2,69.4,14.2,16.8,Medio
BIC-0581,Edificacion_Patrimonial_581,Cartagena,Bolívar,147,Piedra_Coralina,965.2,84.9,17.1,162.9,Medio
BIC-0582,Edificacion_Patrimonial_582,Barichara,Santander,168,Piedra_Ladrillo,993.7,56.2,15.2,97.8,Bajo
BIC-0583,Edificacion_Patrimonial_583,Tunja,Boyacá,142,Piedra_Ladrillo,472.4,64.6,11.7,36.6,Bajo
BIC-0584,Edificacion_Patrimonial_584,Villa de Leyva,Boyacá,55,Mamposteria,667.8,67.7,34.4,110.0,Bajo
BIC-0585,Edificacion_Patrimonial_585,Mompox,Bolívar,188,Adobe_Tapia,1236.9,86.0,-4.3,183.3,Bajo
BIC-0586,Edificacion_Patrimonial_586,Popayán,Cauca,55,Piedra_Concreto,2050.1,86.5,24.3,67.8,Bajo
BIC-0587,Edificacion_Patrimonial_587,Santa Marta,Magdalena,249,Piedra_Concreto,973.8,84.8,26.3,52.2,Medio
BIC-0588,Edificacion_Patrimonial_588,Villa de Leyva,Boyacá,107,Piedra_Concreto,703.6,62.5,21.4,21.9,Bajo
BIC-0589,Edificacion_Patrimonial_589,Cartagena,Bolívar,302,Piedra_Coralina,1212.6,93.1,33.4,26.1,Alto
BIC-0590,Edificacion_Patrimonial_590,Villa de Leyva,Boyacá,50,Piedra_Concreto,986.4,60.5,22.0,84.6,Bajo
BIC-0591,Edificacion_Patrimonial_591,Barichara,Santander,102,Ladrillo,1016.3,59.0,9.6,174.7,Bajo
BIC-0592,Edificacion_Patrimonial_592,Mompox,Bolívar,180,Mamposteria,1180.9,84.3,19.5,15.4,Medio
BIC-0593,Edificacion_Patrimonial_593,Medellín,Antioquia,247,Piedra_Coralina,1598.7,64.4,57.7,81.4,Medio
BIC-0594,Edificacion_Patrimonial_594,Villa de Leyva,Boyacá,182,Piedra_Coralina,946.8,67.6,8.2,24.9,Medio
BIC-0595,Edificacion_Patrimonial_595,Medellín,Antioquia,182,Piedra_Coralina,1619.2,63.8,51.1,2.0,Medio
BIC-0596,Edificacion_Patrimonial_596,Medellín,Antioquia,173,Adobe_Tapia,1687.5,74.8,66.9,16.5,Medio
BIC-0597,Edificacion_Patrimonial_597,Barichara,Santander,50,Piedra_Coralina,1041.5,61.8,5.9,253.5,Bajo
BIC-0598,Edificacion_Patrimonial_598,Mompox,Bolívar,97,Piedra_Concreto,1126.7,83.7,23.9,62.8,Bajo
BIC-0599,Edificacion_Patrimonial_599,Mompox,Bolívar,101,Ladrillo,1245.8,70.3,10.0,90.9,Bajo
BIC-0600,Edificacion_Patrimonial_600,Cali,Valle del Cauca,243,Ladrillo,1443.5,70.0,33.9,71.5,Bajo
BIC-0601,Edificacion_Patrimonial_601,Cartagena,Bolívar,211,Ladrillo,1071.5,84.5,74.3,5.2,Medio
BIC-0602,Edificacion_Patrimonial_602,Mompox,Bolívar,154,Piedra_Concreto,1148.8,90.0,12.8,17.5,Medio
BIC-0603,Edificacion_Patrimonial_603,Villa de Leyva,Boyacá,146,Mamposteria,857.6,62.2,21.3,93.7,Bajo
BIC-0604,Edificacion_Patrimonial_604,Mompox,Bolívar,84,Piedra_Ladrillo,1145.4,90.1,10.1,49.8,Bajo
BIC-0605,Edificacion_Patrimonial_605,Cali,Valle del Cauca,107,Piedra_Coralina,1515.8,69.3,52.6,113.1,Bajo
BIC-0606,Edificacion_Patrimonial_606,Santa Marta,Magdalena,209,Piedra_Coralina,991.4,76.8,28.3,2.0,Medio
BIC-0607,Edificacion_Patrimonial_607,Villa de Leyva,Boyacá,157,Mamposteria,1029.6,61.4,25.5,42.3,Bajo
BIC-0608,Edificacion_Patrimonial_608,Medellín,Antioquia,190,Mamposteria,1669.6,71.5,45.4,113.5,Bajo
BIC-0609,Edificacion_Patrimonial_609,Barichara,Santander,219,Piedra_Coralina,1054.4,57.6,24.6,33.1,Bajo
BIC-0610,Edificacion_Patrimonial_610,Cartagena,Bolívar,229,Piedra_Ladrillo,1153.8,76.6,22.2,8.2,Medio
BIC-0611,Edificacion_Patrimonial_611,Medellín,Antioquia,50,Piedra_Ladrillo,1610.8,73.0,55.3,274.1,Bajo
BIC-0612,Edificacion_Patrimonial_612,Tunja,Boyacá,112,Ladrillo,534.5,59.5,23.0,344.4,Bajo
BIC-0613,Edificacion_Patrimonial_613,Cartagena,Bolívar,156,Piedra_Coralina,750.9,81.1,18.7,108.4,Medio
BIC-0614,Edificacion_Patrimonial_614,Santa Marta,Magdalena,215,Ladrillo,1061.6,84.3,31.7,170.1,Bajo
BIC-0615,Edificacion_Patrimonial_615,Cartagena,Bolívar,74,Piedra_Coralina,1224.7,86.7,32.6,225.9,Medio
BIC-0616,Edificacion_Patrimonial_616,Cartagena,Bolívar,128,Piedra_Concreto,1109.4,76.5,44.2,21.1,Medio
BIC-0617,Edificacion_Patrimonial_617,Santa Marta,Magdalena,107,Ladrillo,874.3,86.1,27.4,12.8,Medio
BIC-0618,Edificacion_Patrimonial_618,Mompox,Bolívar,168,Adobe_Tapia,1371.3,83.7,-3.5,35.7,Bajo
BIC-0619,Edificacion_Patrimonial_619,Cali,Valle del Cauca,50,Piedra_Concreto,1678.7,77.6,46.1,42.2,Bajo
BIC-0620,Edificacion_Patrimonial_620,Bogotá,Cundinamarca,218,Piedra_Concreto,965.1,84.5,63.1,228.7,Medio
BIC-0621,Edificacion_Patrimonial_621,Popayán,Cauca,50,Adobe_Tapia,2004.0,77.4,25.9,86.0,Bajo
BIC-0622,Edificacion_Patrimonial_622,Cali,Valle del Cauca,67,Adobe_Tapia,1470.3,73.7,38.2,134.3,Bajo
